semilla	cp	maxdepth	minsplit	minbucket	ganancia_test
922123	-0.6	6	640	32	54080000
502057	-0.6	6	640	32	43250000
324991	-0.6	6	640	32	46900000
289603	-0.6	6	640	32	50010000
313381	-0.6	6	640	32	48550000
529049	-0.6	6	640	32	47770000
237287	-0.6	6	640	32	47340000
619819	-0.6	6	640	32	48260000
911269	-0.6	6	640	32	45300000
536189	-0.6	6	640	32	48230000
490927	-0.6	6	640	32	45090000
276371	-0.6	6	640	32	51820000
121321	-0.6	6	640	32	45360000
868157	-0.6	6	640	32	47960000
739201	-0.6	6	640	32	54390000
340393	-0.6	6	640	32	51130000
967831	-0.6	6	640	32	51670000
171329	-0.6	6	640	32	48930000
919859	-0.6	6	640	48	47580000
137437	-0.6	6	640	48	45740000
922123	-0.6	6	640	48	54030000
502057	-0.6	6	640	48	42970000
324991	-0.6	6	640	48	43730000
289603	-0.6	6	640	48	49670000
313381	-0.6	6	640	48	48980000
529049	-0.6	6	640	48	47920000
237287	-0.6	6	640	48	46700000
619819	-0.6	6	640	48	47840000
911269	-0.6	6	640	48	45110000
536189	-0.6	6	640	48	48550000
490927	-0.6	6	640	48	46130000
276371	-0.6	6	640	48	52970000
121321	-0.6	6	640	48	45280000
868157	-0.6	6	640	48	47980000
739201	-0.6	6	640	48	54150000
340393	-0.6	6	640	48	50140000
967831	-0.6	6	640	48	50800000
171329	-0.6	6	640	48	48640000
919859	-0.6	6	640	64	46530000
137437	-0.6	6	640	64	45930000
922123	-0.6	6	640	64	54030000
502057	-0.6	6	640	64	46370000
324991	-0.6	6	640	64	44260000
289603	-0.6	6	640	64	51580000
313381	-0.6	6	640	64	48360000
529049	-0.6	6	640	64	49590000
237287	-0.6	6	640	64	46340000
619819	-0.6	6	640	64	51110000
911269	-0.6	6	640	64	45420000
536189	-0.6	6	640	64	48550000
490927	-0.6	6	640	64	44730000
276371	-0.6	6	640	64	54970000
121321	-0.6	6	640	64	46150000
868157	-0.6	6	640	64	49660000
739201	-0.6	6	640	64	55150000
340393	-0.6	6	640	64	50060000
967831	-0.6	6	640	64	55050000
171329	-0.6	6	640	64	48640000
919859	-0.6	6	640	80	45850000
137437	-0.6	6	640	80	44190000
922123	-0.6	6	640	80	54900000
502057	-0.6	6	640	80	45030000
324991	-0.6	6	640	80	44760000
289603	-0.6	6	640	80	51960000
313381	-0.6	6	640	80	46860000
529049	-0.6	6	640	80	50070000
237287	-0.6	6	640	80	46420000
619819	-0.6	6	640	80	51010000
911269	-0.6	6	640	80	46320000
536189	-0.6	6	640	80	47520000
490927	-0.6	6	640	80	43590000
276371	-0.6	6	640	80	55650000
121321	-0.6	6	640	80	46150000
868157	-0.6	6	640	80	50610000
739201	-0.6	6	640	80	55180000
340393	-0.6	6	640	80	49520000
967831	-0.6	6	640	80	56190000
171329	-0.6	6	640	80	48640000
919859	-1	7	640	32	51340000
137437	-1	7	640	32	45280000
922123	-1	7	640	32	52580000
502057	-1	7	640	32	48570000
324991	-1	7	640	32	41300000
289603	-1	7	640	32	50090000
313381	-1	7	640	32	48920000
529049	-1	7	640	32	51330000
237287	-1	7	640	32	47920000
619819	-1	7	640	32	45800000
911269	-1	7	640	32	40550000
536189	-1	7	640	32	47540000
490927	-1	7	640	32	45460000
276371	-1	7	640	32	49880000
121321	-1	7	640	32	45640000
868157	-1	7	640	32	50430000
739201	-1	7	640	32	55920000
340393	-1	7	640	32	48390000
967831	-1	7	640	32	54880000
171329	-1	7	640	32	48510000
919859	-1	7	640	48	49470000
137437	-1	7	640	48	45360000
922123	-1	7	640	48	55480000
502057	-1	7	640	48	50500000
324991	-1	7	640	48	42860000
289603	-1	7	640	48	50840000
313381	-1	7	640	48	51810000
529049	-1	7	640	48	53050000
237287	-1	7	640	48	45750000
619819	-1	7	640	48	47590000
911269	-1	7	640	48	41110000
536189	-1	7	640	48	44310000
490927	-1	7	640	48	45140000
276371	-1	7	640	48	50540000
121321	-1	7	640	48	45560000
868157	-1	7	640	48	48710000
739201	-1	7	640	48	54330000
340393	-1	7	640	48	47500000
967831	-1	7	640	48	53540000
171329	-1	7	640	48	50620000
919859	-1	7	640	64	49410000
137437	-1	7	640	64	45360000
922123	-1	7	640	64	55670000
502057	-1	7	640	64	49810000
324991	-1	7	640	64	42660000
289603	-1	7	640	64	49500000
313381	-1	7	640	64	50470000
529049	-1	7	640	64	50770000
237287	-1	7	640	64	47720000
619819	-1	7	640	64	51770000
911269	-1	7	640	64	43260000
536189	-1	7	640	64	44510000
490927	-1	7	640	64	46540000
276371	-1	7	640	64	49890000
121321	-1	7	640	64	47100000
868157	-1	7	640	64	50660000
739201	-1	7	640	64	56210000
340393	-1	7	640	64	47630000
967831	-1	7	640	64	5.1e+07
171329	-1	7	640	64	50840000
919859	-1	7	640	80	48670000
137437	-1	7	640	80	43580000
922123	-1	7	640	80	54660000
502057	-1	7	640	80	48470000
324991	-1	7	640	80	44250000
289603	-1	7	640	80	49650000
313381	-1	7	640	80	49760000
529049	-1	7	640	80	49380000
237287	-1	7	640	80	47800000
619819	-1	7	640	80	52160000
911269	-1	7	640	80	44570000
536189	-1	7	640	80	45180000
490927	-1	7	640	80	45950000
276371	-1	7	640	80	50470000
121321	-1	7	640	80	48720000
868157	-1	7	640	80	48890000
739201	-1	7	640	80	58030000
340393	-1	7	640	80	48650000
967831	-1	7	640	80	52100000
171329	-1	7	640	80	49320000
919859	-0.8	7	640	32	51340000
137437	-0.8	7	640	32	45280000
922123	-0.8	7	640	32	52580000
502057	-0.8	7	640	32	48570000
324991	-0.8	7	640	32	41300000
289603	-0.8	7	640	32	50090000
313381	-0.8	7	640	32	48920000
529049	-0.8	7	640	32	51330000
237287	-0.8	7	640	32	47920000
619819	-0.8	7	640	32	45800000
911269	-0.8	7	640	32	40550000
536189	-0.8	7	640	32	47540000
490927	-0.8	7	640	32	45460000
276371	-0.8	7	640	32	49880000
121321	-0.8	7	640	32	45640000
868157	-0.8	7	640	32	50430000
739201	-0.8	7	640	32	55920000
340393	-0.8	7	640	32	48390000
967831	-0.8	7	640	32	54880000
171329	-0.8	7	640	32	48510000
919859	-0.8	7	640	48	49470000
137437	-0.8	7	640	48	45360000
922123	-0.8	7	640	48	55480000
502057	-0.8	7	640	48	50500000
324991	-0.8	7	640	48	42860000
289603	-0.8	7	640	48	50840000
313381	-0.8	7	640	48	51810000
529049	-0.8	7	640	48	53050000
237287	-0.8	7	640	48	45750000
619819	-0.8	7	640	48	47590000
911269	-0.8	7	640	48	41110000
536189	-0.8	7	640	48	44310000
490927	-0.8	7	640	48	45140000
276371	-0.8	7	640	48	50540000
121321	-0.8	7	640	48	45560000
868157	-0.8	7	640	48	48710000
739201	-0.8	7	640	48	54330000
340393	-0.8	7	640	48	47500000
967831	-0.8	7	640	48	53540000
171329	-0.8	7	640	48	50620000
919859	-0.8	7	640	64	49410000
137437	-0.8	7	640	64	45360000
922123	-0.8	7	640	64	55670000
502057	-0.8	7	640	64	49810000
324991	-0.8	7	640	64	42660000
289603	-0.8	7	640	64	49500000
313381	-0.8	7	640	64	50470000
529049	-0.8	7	640	64	50770000
237287	-0.8	7	640	64	47720000
619819	-0.8	7	640	64	51770000
911269	-0.8	7	640	64	43260000
536189	-0.8	7	640	64	44510000
490927	-0.8	7	640	64	46540000
276371	-0.8	7	640	64	49890000
121321	-0.8	7	640	64	47100000
868157	-0.8	7	640	64	50660000
739201	-0.8	7	640	64	56210000
340393	-0.8	7	640	64	47630000
967831	-0.8	7	640	64	5.1e+07
171329	-0.8	7	640	64	50840000
919859	-0.8	7	640	80	48670000
137437	-0.8	7	640	80	43580000
922123	-0.8	7	640	80	54660000
502057	-0.8	7	640	80	48470000
324991	-0.8	7	640	80	44250000
289603	-0.8	7	640	80	49650000
313381	-0.8	7	640	80	49760000
529049	-0.8	7	640	80	49380000
237287	-0.8	7	640	80	47800000
619819	-0.8	7	640	80	52160000
911269	-0.8	7	640	80	44570000
536189	-0.8	7	640	80	45180000
490927	-0.8	7	640	80	45950000
276371	-0.8	7	640	80	50470000
121321	-0.8	7	640	80	48720000
868157	-0.8	7	640	80	48890000
739201	-0.8	7	640	80	58030000
340393	-0.8	7	640	80	48650000
967831	-0.8	7	640	80	52100000
171329	-0.8	7	640	80	49320000
919859	-0.6	7	640	32	51340000
137437	-0.6	7	640	32	45280000
922123	-0.6	7	640	32	52580000
502057	-0.6	7	640	32	48570000
324991	-0.6	7	640	32	41300000
289603	-0.6	7	640	32	50090000
313381	-0.6	7	640	32	48920000
529049	-0.6	7	640	32	51330000
237287	-0.6	7	640	32	47920000
619819	-0.6	7	640	32	45800000
911269	-0.6	7	640	32	40550000
536189	-0.6	7	640	32	47540000
490927	-0.6	7	640	32	45460000
276371	-0.6	7	640	32	49880000
121321	-0.6	7	640	32	45640000
868157	-0.6	7	640	32	50430000
739201	-0.6	7	640	32	55920000
340393	-0.6	7	640	32	48390000
967831	-0.6	7	640	32	54880000
171329	-0.6	7	640	32	48510000
919859	-0.6	7	640	48	49470000
137437	-0.6	7	640	48	45360000
922123	-0.6	7	640	48	55480000
502057	-0.6	7	640	48	50500000
324991	-0.6	7	640	48	42860000
289603	-0.6	7	640	48	50840000
313381	-0.6	7	640	48	51810000
529049	-0.6	7	640	48	53050000
237287	-0.6	7	640	48	45750000
619819	-0.6	7	640	48	47590000
911269	-0.6	7	640	48	41110000
536189	-0.6	7	640	48	44310000
490927	-0.6	7	640	48	45140000
276371	-0.6	7	640	48	50540000
121321	-0.6	7	640	48	45560000
868157	-0.6	7	640	48	48710000
739201	-0.6	7	640	48	54330000
340393	-0.6	7	640	48	47500000
967831	-0.6	7	640	48	53540000
171329	-0.6	7	640	48	50620000
919859	-0.6	7	640	64	49410000
137437	-0.6	7	640	64	45360000
922123	-0.6	7	640	64	55670000
502057	-0.6	7	640	64	49810000
324991	-0.6	7	640	64	42660000
289603	-0.6	7	640	64	49500000
313381	-0.6	7	640	64	50470000
529049	-0.6	7	640	64	50770000
237287	-0.6	7	640	64	47720000
619819	-0.6	7	640	64	51770000
911269	-0.6	7	640	64	43260000
536189	-0.6	7	640	64	44510000
490927	-0.6	7	640	64	46540000
276371	-0.6	7	640	64	49890000
121321	-0.6	7	640	64	47100000
868157	-0.6	7	640	64	50660000
739201	-0.6	7	640	64	56210000
340393	-0.6	7	640	64	47630000
967831	-0.6	7	640	64	5.1e+07
171329	-0.6	7	640	64	50840000
919859	-0.6	7	640	80	48670000
137437	-0.6	7	640	80	43580000
922123	-0.6	7	640	80	54660000
502057	-0.6	7	640	80	48470000
324991	-0.6	7	640	80	44250000
289603	-0.6	7	640	80	49650000
313381	-0.6	7	640	80	49760000
529049	-0.6	7	640	80	49380000
237287	-0.6	7	640	80	47800000
619819	-0.6	7	640	80	52160000
911269	-0.6	7	640	80	44570000
536189	-0.6	7	640	80	45180000
490927	-0.6	7	640	80	45950000
276371	-0.6	7	640	80	50470000
121321	-0.6	7	640	80	48720000
868157	-0.6	7	640	80	48890000
739201	-0.6	7	640	80	58030000
340393	-0.6	7	640	80	48650000
967831	-0.6	7	640	80	52100000
171329	-0.6	7	640	80	49320000
919859	-1	8	640	32	53840000
137437	-1	8	640	32	46930000
922123	-1	8	640	32	51930000
502057	-1	8	640	32	48860000
324991	-1	8	640	32	43130000
289603	-1	8	640	32	50590000
313381	-1	8	640	32	47490000
529049	-1	8	640	32	49570000
237287	-1	8	640	32	46640000
619819	-1	8	640	32	48990000
911269	-1	8	640	32	41290000
536189	-1	8	640	32	45750000
490927	-1	8	640	32	44960000
276371	-1	8	640	32	47480000
121321	-1	8	640	32	45750000
868157	-1	8	640	32	47780000
739201	-1	8	640	32	53590000
340393	-1	8	640	32	48040000
967831	-1	8	640	32	55440000
171329	-1	8	640	32	48730000
919859	-1	8	640	48	50580000
137437	-1	8	640	48	47870000
922123	-1	8	640	48	54320000
502057	-1	8	640	48	50270000
324991	-1	8	640	48	44960000
289603	-1	8	640	48	48760000
313381	-1	8	640	48	49040000
529049	-1	8	640	48	51810000
237287	-1	8	640	48	46290000
619819	-1	8	640	48	48030000
911269	-1	8	640	48	41530000
536189	-1	8	640	48	45260000
490927	-1	8	640	48	44720000
276371	-1	8	640	48	47560000
121321	-1	8	640	48	46710000
868157	-1	8	640	48	45880000
739201	-1	8	640	48	52190000
340393	-1	8	640	48	45320000
967831	-1	8	640	48	54070000
171329	-1	8	640	48	49410000
919859	-1	8	640	64	50250000
137437	-1	8	640	64	47990000
922123	-1	8	640	64	53630000
502057	-1	8	640	64	48370000
324991	-1	8	640	64	44440000
289603	-1	8	640	64	49730000
313381	-1	8	640	64	48590000
529049	-1	8	640	64	51640000
237287	-1	8	640	64	47930000
619819	-1	8	640	64	48190000
911269	-1	8	640	64	43630000
536189	-1	8	640	64	45460000
490927	-1	8	640	64	47430000
276371	-1	8	640	64	48670000
121321	-1	8	640	64	47690000
868157	-1	8	640	64	46360000
739201	-1	8	640	64	55030000
340393	-1	8	640	64	44750000
967831	-1	8	640	64	51560000
171329	-1	8	640	64	49120000
919859	-1	8	640	80	50360000
137437	-1	8	640	80	45410000
922123	-1	8	640	80	54250000
502057	-1	8	640	80	47790000
324991	-1	8	640	80	43700000
289603	-1	8	640	80	46010000
313381	-1	8	640	80	49640000
529049	-1	8	640	80	48670000
237287	-1	8	640	80	47620000
619819	-1	8	640	80	48480000
911269	-1	8	640	80	44910000
536189	-1	8	640	80	45600000
490927	-1	8	640	80	45630000
276371	-1	8	640	80	49480000
121321	-1	8	640	80	47590000
868157	-1	8	640	80	4.7e+07
739201	-1	8	640	80	52900000
340393	-1	8	640	80	45500000
967831	-1	8	640	80	52660000
171329	-1	8	640	80	48950000
919859	-0.8	8	640	32	53840000
137437	-0.8	8	640	32	46930000
922123	-0.8	8	640	32	51930000
502057	-0.8	8	640	32	48860000
324991	-0.8	8	640	32	43130000
289603	-0.8	8	640	32	50590000
313381	-0.8	8	640	32	47490000
529049	-0.8	8	640	32	49570000
237287	-0.8	8	640	32	46640000
619819	-0.8	8	640	32	48990000
911269	-0.8	8	640	32	41290000
536189	-0.8	8	640	32	45750000
490927	-0.8	8	640	32	44960000
276371	-0.8	8	640	32	47480000
121321	-0.8	8	640	32	45750000
868157	-0.8	8	640	32	47780000
739201	-0.8	8	640	32	53590000
340393	-0.8	8	640	32	48040000
967831	-0.8	8	640	32	55440000
171329	-0.8	8	640	32	48730000
919859	-0.8	8	640	48	50580000
137437	-0.8	8	640	48	47870000
922123	-0.8	8	640	48	54320000
502057	-0.8	8	640	48	50270000
324991	-0.8	8	640	48	44960000
289603	-0.8	8	640	48	48760000
313381	-0.8	8	640	48	49040000
529049	-0.8	8	640	48	51810000
237287	-0.8	8	640	48	46290000
619819	-0.8	8	640	48	48030000
911269	-0.8	8	640	48	41530000
536189	-0.8	8	640	48	45260000
490927	-0.8	8	640	48	44720000
276371	-0.8	8	640	48	47560000
121321	-0.8	8	640	48	46710000
868157	-0.8	8	640	48	45880000
739201	-0.8	8	640	48	52190000
340393	-0.8	8	640	48	45320000
967831	-0.8	8	640	48	54070000
171329	-0.8	8	640	48	49410000
919859	-0.8	8	640	64	50250000
137437	-0.8	8	640	64	47990000
922123	-0.8	8	640	64	53630000
502057	-0.8	8	640	64	48370000
324991	-0.8	8	640	64	44440000
289603	-0.8	8	640	64	49730000
313381	-0.8	8	640	64	48590000
529049	-0.8	8	640	64	51640000
237287	-0.8	8	640	64	47930000
619819	-0.8	8	640	64	48190000
911269	-0.8	8	640	64	43630000
536189	-0.8	8	640	64	45460000
490927	-0.8	8	640	64	47430000
276371	-0.8	8	640	64	48670000
121321	-0.8	8	640	64	47690000
868157	-0.8	8	640	64	46360000
739201	-0.8	8	640	64	55030000
340393	-0.8	8	640	64	44750000
967831	-0.8	8	640	64	51560000
171329	-0.8	8	640	64	49120000
919859	-0.8	8	640	80	50360000
137437	-0.8	8	640	80	45410000
922123	-0.8	8	640	80	54250000
502057	-0.8	8	640	80	47790000
324991	-0.8	8	640	80	43700000
289603	-0.8	8	640	80	46010000
313381	-0.8	8	640	80	49640000
529049	-0.8	8	640	80	48670000
237287	-0.8	8	640	80	47620000
619819	-0.8	8	640	80	48480000
911269	-0.8	8	640	80	44910000
536189	-0.8	8	640	80	45600000
490927	-0.8	8	640	80	45630000
276371	-0.8	8	640	80	49480000
121321	-0.8	8	640	80	47590000
868157	-0.8	8	640	80	4.7e+07
739201	-0.8	8	640	80	52900000
340393	-0.8	8	640	80	45500000
967831	-0.8	8	640	80	52660000
171329	-0.8	8	640	80	48950000
919859	-0.6	8	640	32	53840000
137437	-0.6	8	640	32	46930000
922123	-0.6	8	640	32	51930000
502057	-0.6	8	640	32	48860000
324991	-0.6	8	640	32	43130000
289603	-0.6	8	640	32	50590000
313381	-0.6	8	640	32	47490000
529049	-0.6	8	640	32	49570000
237287	-0.6	8	640	32	46640000
619819	-0.6	8	640	32	48990000
911269	-0.6	8	640	32	41290000
536189	-0.6	8	640	32	45750000
490927	-0.6	8	640	32	44960000
276371	-0.6	8	640	32	47480000
121321	-0.6	8	640	32	45750000
868157	-0.6	8	640	32	47780000
739201	-0.6	8	640	32	53590000
340393	-0.6	8	640	32	48040000
967831	-0.6	8	640	32	55440000
171329	-0.6	8	640	32	48730000
919859	-0.6	8	640	48	50580000
137437	-0.6	8	640	48	47870000
922123	-0.6	8	640	48	54320000
502057	-0.6	8	640	48	50270000
324991	-0.6	8	640	48	44960000
289603	-0.6	8	640	48	48760000
313381	-0.6	8	640	48	49040000
529049	-0.6	8	640	48	51810000
237287	-0.6	8	640	48	46290000
619819	-0.6	8	640	48	48030000
911269	-0.6	8	640	48	41530000
536189	-0.6	8	640	48	45260000
490927	-0.6	8	640	48	44720000
276371	-0.6	8	640	48	47560000
121321	-0.6	8	640	48	46710000
868157	-0.6	8	640	48	45880000
739201	-0.6	8	640	48	52190000
340393	-0.6	8	640	48	45320000
967831	-0.6	8	640	48	54070000
171329	-0.6	8	640	48	49410000
919859	-0.6	8	640	64	50250000
137437	-0.6	8	640	64	47990000
922123	-0.6	8	640	64	53630000
502057	-0.6	8	640	64	48370000
324991	-0.6	8	640	64	44440000
289603	-0.6	8	640	64	49730000
313381	-0.6	8	640	64	48590000
529049	-0.6	8	640	64	51640000
237287	-0.6	8	640	64	47930000
619819	-0.6	8	640	64	48190000
911269	-0.6	8	640	64	43630000
536189	-0.6	8	640	64	45460000
490927	-0.6	8	640	64	47430000
276371	-0.6	8	640	64	48670000
121321	-0.6	8	640	64	47690000
868157	-0.6	8	640	64	46360000
739201	-0.6	8	640	64	55030000
340393	-0.6	8	640	64	44750000
967831	-0.6	8	640	64	51560000
171329	-0.6	8	640	64	49120000
919859	-0.6	8	640	80	50360000
137437	-0.6	8	640	80	45410000
922123	-0.6	8	640	80	54250000
502057	-0.6	8	640	80	47790000
324991	-0.6	8	640	80	43700000
289603	-0.6	8	640	80	46010000
313381	-0.6	8	640	80	49640000
529049	-0.6	8	640	80	48670000
237287	-0.6	8	640	80	47620000
619819	-0.6	8	640	80	48480000
911269	-0.6	8	640	80	44910000
536189	-0.6	8	640	80	45600000
490927	-0.6	8	640	80	45630000
276371	-0.6	8	640	80	49480000
121321	-0.6	8	640	80	47590000
868157	-0.6	8	640	80	4.7e+07
739201	-0.6	8	640	80	52900000
340393	-0.6	8	640	80	45500000
967831	-0.6	8	640	80	52660000
171329	-0.6	8	640	80	48950000
919859	-1	6	800	32	49030000
137437	-1	6	800	32	46580000
922123	-1	6	800	32	54080000
502057	-1	6	800	32	43620000
324991	-1	6	800	32	46900000
289603	-1	6	800	32	50010000
313381	-1	6	800	32	48830000
529049	-1	6	800	32	47770000
237287	-1	6	800	32	47400000
619819	-1	6	800	32	48260000
911269	-1	6	800	32	45300000
536189	-1	6	800	32	47950000
490927	-1	6	800	32	44880000
276371	-1	6	800	32	51820000
121321	-1	6	800	32	45360000
868157	-1	6	800	32	47960000
739201	-1	6	800	32	54510000
340393	-1	6	800	32	51130000
967831	-1	6	800	32	51670000
171329	-1	6	800	32	48930000
919859	-1	6	800	48	47580000
137437	-1	6	800	48	45740000
922123	-1	6	800	48	54030000
502057	-1	6	800	48	42970000
324991	-1	6	800	48	43730000
289603	-1	6	800	48	49670000
313381	-1	6	800	48	49320000
529049	-1	6	800	48	47920000
237287	-1	6	800	48	47120000
619819	-1	6	800	48	47840000
911269	-1	6	800	48	45350000
536189	-1	6	800	48	48430000
490927	-1	6	800	48	45920000
276371	-1	6	800	48	52970000
121321	-1	6	800	48	45280000
868157	-1	6	800	48	47980000
739201	-1	6	800	48	54800000
340393	-1	6	800	48	50140000
967831	-1	6	800	48	50800000
171329	-1	6	800	48	48640000
919859	-1	6	800	64	46530000
137437	-1	6	800	64	45930000
922123	-1	6	800	64	54030000
502057	-1	6	800	64	46700000
324991	-1	6	800	64	44260000
289603	-1	6	800	64	51580000
313381	-1	6	800	64	48760000
529049	-1	6	800	64	49590000
237287	-1	6	800	64	46580000
619819	-1	6	800	64	51110000
911269	-1	6	800	64	45670000
536189	-1	6	800	64	48430000
490927	-1	6	800	64	44520000
276371	-1	6	800	64	54970000
121321	-1	6	800	64	46150000
868157	-1	6	800	64	49660000
739201	-1	6	800	64	55790000
340393	-1	6	800	64	50060000
967831	-1	6	800	64	55050000
171329	-1	6	800	64	48640000
919859	-1	6	800	80	45850000
137437	-1	6	800	80	44190000
922123	-1	6	800	80	54900000
502057	-1	6	800	80	45360000
324991	-1	6	800	80	45400000
289603	-1	6	800	80	51960000
313381	-1	6	800	80	47070000
529049	-1	6	800	80	50070000
237287	-1	6	800	80	46770000
619819	-1	6	800	80	51010000
911269	-1	6	800	80	46320000
536189	-1	6	800	80	47620000
490927	-1	6	800	80	43380000
276371	-1	6	800	80	55650000
121321	-1	6	800	80	46150000
868157	-1	6	800	80	50610000
739201	-1	6	800	80	55820000
340393	-1	6	800	80	49520000
967831	-1	6	800	80	55120000
171329	-1	6	800	80	48640000
919859	-0.8	6	800	32	49030000
137437	-0.8	6	800	32	46580000
922123	-0.8	6	800	32	54080000
502057	-0.8	6	800	32	43620000
324991	-0.8	6	800	32	46900000
289603	-0.8	6	800	32	50010000
313381	-0.8	6	800	32	48830000
529049	-0.8	6	800	32	47770000
237287	-0.8	6	800	32	47400000
619819	-0.8	6	800	32	48260000
911269	-0.8	6	800	32	45300000
536189	-0.8	6	800	32	47950000
490927	-0.8	6	800	32	44880000
276371	-0.8	6	800	32	51820000
121321	-0.8	6	800	32	45360000
868157	-0.8	6	800	32	47960000
739201	-0.8	6	800	32	54510000
340393	-0.8	6	800	32	51130000
967831	-0.8	6	800	32	51670000
171329	-0.8	6	800	32	48930000
919859	-0.8	6	800	48	47580000
137437	-0.8	6	800	48	45740000
922123	-0.8	6	800	48	54030000
502057	-0.8	6	800	48	42970000
324991	-0.8	6	800	48	43730000
289603	-0.8	6	800	48	49670000
313381	-0.8	6	800	48	49320000
529049	-0.8	6	800	48	47920000
237287	-0.8	6	800	48	47120000
619819	-0.8	6	800	48	47840000
911269	-0.8	6	800	48	45350000
536189	-0.8	6	800	48	48430000
490927	-0.8	6	800	48	45920000
276371	-0.8	6	800	48	52970000
121321	-0.8	6	800	48	45280000
868157	-0.8	6	800	48	47980000
739201	-0.8	6	800	48	54800000
340393	-0.8	6	800	48	50140000
967831	-0.8	6	800	48	50800000
171329	-0.8	6	800	48	48640000
919859	-0.8	6	800	64	46530000
137437	-0.8	6	800	64	45930000
922123	-0.8	6	800	64	54030000
502057	-0.8	6	800	64	46700000
324991	-0.8	6	800	64	44260000
289603	-0.8	6	800	64	51580000
313381	-0.8	6	800	64	48760000
529049	-0.8	6	800	64	49590000
237287	-0.8	6	800	64	46580000
619819	-0.8	6	800	64	51110000
911269	-0.8	6	800	64	45670000
536189	-0.8	6	800	64	48430000
490927	-0.8	6	800	64	44520000
276371	-0.8	6	800	64	54970000
121321	-0.8	6	800	64	46150000
868157	-0.8	6	800	64	49660000
739201	-0.8	6	800	64	55790000
340393	-0.8	6	800	64	50060000
967831	-0.8	6	800	64	55050000
171329	-0.8	6	800	64	48640000
919859	-0.8	6	800	80	45850000
137437	-0.8	6	800	80	44190000
922123	-0.8	6	800	80	54900000
502057	-0.8	6	800	80	45360000
324991	-0.8	6	800	80	45400000
289603	-0.8	6	800	80	51960000
313381	-0.8	6	800	80	47070000
529049	-0.8	6	800	80	50070000
237287	-0.8	6	800	80	46770000
619819	-0.8	6	800	80	51010000
911269	-0.8	6	800	80	46320000
536189	-0.8	6	800	80	47620000
490927	-0.8	6	800	80	43380000
276371	-0.8	6	800	80	55650000
121321	-0.8	6	800	80	46150000
868157	-0.8	6	800	80	50610000
739201	-0.8	6	800	80	55820000
340393	-0.8	6	800	80	49520000
967831	-0.8	6	800	80	55120000
171329	-0.8	6	800	80	48640000
919859	-0.6	6	800	32	49030000
137437	-0.6	6	800	32	46580000
922123	-0.6	6	800	32	54080000
502057	-0.6	6	800	32	43620000
324991	-0.6	6	800	32	46900000
289603	-0.6	6	800	32	50010000
313381	-0.6	6	800	32	48830000
529049	-0.6	6	800	32	47770000
237287	-0.6	6	800	32	47400000
619819	-0.6	6	800	32	48260000
911269	-0.6	6	800	32	45300000
536189	-0.6	6	800	32	47950000
490927	-0.6	6	800	32	44880000
276371	-0.6	6	800	32	51820000
121321	-0.6	6	800	32	45360000
868157	-0.6	6	800	32	47960000
739201	-0.6	6	800	32	54510000
340393	-0.6	6	800	32	51130000
967831	-0.6	6	800	32	51670000
171329	-0.6	6	800	32	48930000
919859	-0.6	6	800	48	47580000
137437	-0.6	6	800	48	45740000
922123	-0.6	6	800	48	54030000
502057	-0.6	6	800	48	42970000
324991	-0.6	6	800	48	43730000
289603	-0.6	6	800	48	49670000
313381	-0.6	6	800	48	49320000
529049	-0.6	6	800	48	47920000
237287	-0.6	6	800	48	47120000
619819	-0.6	6	800	48	47840000
911269	-0.6	6	800	48	45350000
536189	-0.6	6	800	48	48430000
490927	-0.6	6	800	48	45920000
276371	-0.6	6	800	48	52970000
121321	-0.6	6	800	48	45280000
868157	-0.6	6	800	48	47980000
739201	-0.6	6	800	48	54800000
340393	-0.6	6	800	48	50140000
967831	-0.6	6	800	48	50800000
171329	-0.6	6	800	48	48640000
919859	-0.6	6	800	64	46530000
137437	-0.6	6	800	64	45930000
922123	-0.6	6	800	64	54030000
502057	-0.6	6	800	64	46700000
324991	-0.6	6	800	64	44260000
289603	-0.6	6	800	64	51580000
313381	-0.6	6	800	64	48760000
529049	-0.6	6	800	64	49590000
237287	-0.6	6	800	64	46580000
619819	-0.6	6	800	64	51110000
911269	-0.6	6	800	64	45670000
536189	-0.6	6	800	64	48430000
490927	-0.6	6	800	64	44520000
276371	-0.6	6	800	64	54970000
121321	-0.6	6	800	64	46150000
868157	-0.6	6	800	64	49660000
739201	-0.6	6	800	64	55790000
340393	-0.6	6	800	64	50060000
967831	-0.6	6	800	64	55050000
171329	-0.6	6	800	64	48640000
919859	-0.6	6	800	80	45850000
137437	-0.6	6	800	80	44190000
922123	-0.6	6	800	80	54900000
502057	-0.6	6	800	80	45360000
324991	-0.6	6	800	80	45400000
289603	-0.6	6	800	80	51960000
313381	-0.6	6	800	80	47070000
529049	-0.6	6	800	80	50070000
237287	-0.6	6	800	80	46770000
619819	-0.6	6	800	80	51010000
911269	-0.6	6	800	80	46320000
536189	-0.6	6	800	80	47620000
490927	-0.6	6	800	80	43380000
276371	-0.6	6	800	80	55650000
121321	-0.6	6	800	80	46150000
868157	-0.6	6	800	80	50610000
739201	-0.6	6	800	80	55820000
340393	-0.6	6	800	80	49520000
967831	-0.6	6	800	80	55120000
171329	-0.6	6	800	80	48640000
919859	-1	7	800	32	51610000
137437	-1	7	800	32	45280000
922123	-1	7	800	32	52320000
502057	-1	7	800	32	49330000
