semilla	cp	maxdepth	minsplit	minbucket	ganancia_test
919859	-0.8	6	480	32	48680000
137437	-0.8	6	480	32	46410000
922123	-0.8	6	480	32	53760000
502057	-0.8	6	480	32	43250000
324991	-0.8	6	480	32	46900000
289603	-0.8	6	480	32	50010000
313381	-0.8	6	480	32	48550000
529049	-0.8	6	480	32	47770000
237287	-0.8	6	480	32	47340000
619819	-0.8	6	480	32	48260000
911269	-0.8	6	480	32	45300000
536189	-0.8	6	480	32	48230000
490927	-0.8	6	480	32	45090000
276371	-0.8	6	480	32	51820000
121321	-0.8	6	480	32	45360000
868157	-0.8	6	480	32	47960000
739201	-0.8	6	480	32	54390000
340393	-0.8	6	480	32	51130000
967831	-0.8	6	480	32	52370000
171329	-0.8	6	480	32	48930000
919859	-0.8	6	480	48	47580000
137437	-0.8	6	480	48	46680000
922123	-0.8	6	480	48	53710000
502057	-0.8	6	480	48	42970000
324991	-0.8	6	480	48	43730000
289603	-0.8	6	480	48	49670000
313381	-0.8	6	480	48	48980000
529049	-0.8	6	480	48	47920000
237287	-0.8	6	480	48	46700000
619819	-0.8	6	480	48	47840000
911269	-0.8	6	480	48	45110000
536189	-0.8	6	480	48	48440000
490927	-0.8	6	480	48	46440000
276371	-0.8	6	480	48	52970000
121321	-0.8	6	480	48	45280000
868157	-0.8	6	480	48	48970000
739201	-0.8	6	480	48	54150000
340393	-0.8	6	480	48	50140000
967831	-0.8	6	480	48	51530000
171329	-0.8	6	480	48	48640000
919859	-0.8	6	480	64	46530000
137437	-0.8	6	480	64	46870000
922123	-0.8	6	480	64	53710000
502057	-0.8	6	480	64	46370000
324991	-0.8	6	480	64	44260000
289603	-0.8	6	480	64	51580000
313381	-0.8	6	480	64	48360000
529049	-0.8	6	480	64	49590000
237287	-0.8	6	480	64	46340000
619819	-0.8	6	480	64	51110000
911269	-0.8	6	480	64	45420000
536189	-0.8	6	480	64	48310000
490927	-0.8	6	480	64	45040000
276371	-0.8	6	480	64	54810000
121321	-0.8	6	480	64	46150000
868157	-0.8	6	480	64	50650000
739201	-0.8	6	480	64	55150000
340393	-0.8	6	480	64	50060000
967831	-0.8	6	480	64	56520000
171329	-0.8	6	480	64	48640000
919859	-0.8	6	480	80	45850000
137437	-0.8	6	480	80	45470000
922123	-0.8	6	480	80	54260000
502057	-0.8	6	480	80	45030000
324991	-0.8	6	480	80	44760000
289603	-0.8	6	480	80	51960000
313381	-0.8	6	480	80	46860000
529049	-0.8	6	480	80	50070000
237287	-0.8	6	480	80	46420000
619819	-0.8	6	480	80	51010000
911269	-0.8	6	480	80	46320000
536189	-0.8	6	480	80	47520000
490927	-0.8	6	480	80	43590000
276371	-0.8	6	480	80	55490000
121321	-0.8	6	480	80	46150000
868157	-0.8	6	480	80	51890000
739201	-0.8	6	480	80	55180000
340393	-0.8	6	480	80	49520000
967831	-0.8	6	480	80	56810000
171329	-0.8	6	480	80	48640000
919859	-0.6	6	480	32	48680000
137437	-0.6	6	480	32	46410000
922123	-0.6	6	480	32	53760000
502057	-0.6	6	480	32	43250000
324991	-0.6	6	480	32	46900000
289603	-0.6	6	480	32	50010000
313381	-0.6	6	480	32	48550000
529049	-0.6	6	480	32	47770000
237287	-0.6	6	480	32	47340000
619819	-0.6	6	480	32	48260000
911269	-0.6	6	480	32	45300000
536189	-0.6	6	480	32	48230000
490927	-0.6	6	480	32	45090000
276371	-0.6	6	480	32	51820000
121321	-0.6	6	480	32	45360000
868157	-0.6	6	480	32	47960000
739201	-0.6	6	480	32	54390000
340393	-0.6	6	480	32	51130000
967831	-0.6	6	480	32	52370000
171329	-0.6	6	480	32	48930000
919859	-0.6	6	480	48	47580000
137437	-0.6	6	480	48	46680000
922123	-0.6	6	480	48	53710000
502057	-0.6	6	480	48	42970000
324991	-0.6	6	480	48	43730000
289603	-0.6	6	480	48	49670000
313381	-0.6	6	480	48	48980000
529049	-0.6	6	480	48	47920000
237287	-0.6	6	480	48	46700000
619819	-0.6	6	480	48	47840000
911269	-0.6	6	480	48	45110000
536189	-0.6	6	480	48	48440000
490927	-0.6	6	480	48	46440000
276371	-0.6	6	480	48	52970000
121321	-0.6	6	480	48	45280000
868157	-0.6	6	480	48	48970000
739201	-0.6	6	480	48	54150000
340393	-0.6	6	480	48	50140000
967831	-0.6	6	480	48	51530000
171329	-0.6	6	480	48	48640000
919859	-0.6	6	480	64	46530000
137437	-0.6	6	480	64	46870000
922123	-0.6	6	480	64	53710000
502057	-0.6	6	480	64	46370000
324991	-0.6	6	480	64	44260000
289603	-0.6	6	480	64	51580000
313381	-0.6	6	480	64	48360000
529049	-0.6	6	480	64	49590000
237287	-0.6	6	480	64	46340000
619819	-0.6	6	480	64	51110000
911269	-0.6	6	480	64	45420000
536189	-0.6	6	480	64	48310000
490927	-0.6	6	480	64	45040000
276371	-0.6	6	480	64	54810000
121321	-0.6	6	480	64	46150000
868157	-0.6	6	480	64	50650000
739201	-0.6	6	480	64	55150000
340393	-0.6	6	480	64	50060000
967831	-0.6	6	480	64	56520000
171329	-0.6	6	480	64	48640000
919859	-0.6	6	480	80	45850000
137437	-0.6	6	480	80	45470000
922123	-0.6	6	480	80	54260000
502057	-0.6	6	480	80	45030000
324991	-0.6	6	480	80	44760000
289603	-0.6	6	480	80	51960000
313381	-0.6	6	480	80	46860000
529049	-0.6	6	480	80	50070000
237287	-0.6	6	480	80	46420000
619819	-0.6	6	480	80	51010000
911269	-0.6	6	480	80	46320000
536189	-0.6	6	480	80	47520000
490927	-0.6	6	480	80	43590000
276371	-0.6	6	480	80	55490000
121321	-0.6	6	480	80	46150000
868157	-0.6	6	480	80	51890000
739201	-0.6	6	480	80	55180000
340393	-0.6	6	480	80	49520000
967831	-0.6	6	480	80	56810000
171329	-0.6	6	480	80	48640000
919859	-1	7	480	32	50960000
137437	-1	7	480	32	44740000
922123	-1	7	480	32	52260000
502057	-1	7	480	32	48570000
324991	-1	7	480	32	41160000
289603	-1	7	480	32	50010000
313381	-1	7	480	32	48840000
529049	-1	7	480	32	51330000
237287	-1	7	480	32	47920000
619819	-1	7	480	32	45800000
911269	-1	7	480	32	40440000
536189	-1	7	480	32	47460000
490927	-1	7	480	32	45210000
276371	-1	7	480	32	49210000
121321	-1	7	480	32	45640000
868157	-1	7	480	32	50430000
739201	-1	7	480	32	55920000
340393	-1	7	480	32	47790000
967831	-1	7	480	32	55450000
171329	-1	7	480	32	48380000
919859	-1	7	480	48	49440000
137437	-1	7	480	48	45990000
922123	-1	7	480	48	55160000
502057	-1	7	480	48	50500000
324991	-1	7	480	48	42860000
289603	-1	7	480	48	50840000
313381	-1	7	480	48	51610000
529049	-1	7	480	48	53050000
237287	-1	7	480	48	45750000
619819	-1	7	480	48	47590000
911269	-1	7	480	48	41290000
536189	-1	7	480	48	43640000
490927	-1	7	480	48	44920000
276371	-1	7	480	48	47880000
121321	-1	7	480	48	45560000
868157	-1	7	480	48	49700000
739201	-1	7	480	48	54330000
340393	-1	7	480	48	46780000
967831	-1	7	480	48	53960000
171329	-1	7	480	48	50040000
919859	-1	7	480	64	49360000
137437	-1	7	480	64	45990000
922123	-1	7	480	64	55350000
502057	-1	7	480	64	49450000
324991	-1	7	480	64	42660000
289603	-1	7	480	64	49500000
313381	-1	7	480	64	50720000
529049	-1	7	480	64	50590000
237287	-1	7	480	64	48070000
619819	-1	7	480	64	51520000
911269	-1	7	480	64	42570000
536189	-1	7	480	64	43710000
490927	-1	7	480	64	46850000
276371	-1	7	480	64	46790000
121321	-1	7	480	64	47220000
868157	-1	7	480	64	51650000
739201	-1	7	480	64	56210000
340393	-1	7	480	64	46910000
967831	-1	7	480	64	52160000
171329	-1	7	480	64	50260000
919859	-1	7	480	80	48620000
137437	-1	7	480	80	44570000
922123	-1	7	480	80	54020000
502057	-1	7	480	80	48470000
324991	-1	7	480	80	44250000
289603	-1	7	480	80	49650000
313381	-1	7	480	80	49790000
529049	-1	7	480	80	49200000
237287	-1	7	480	80	47530000
619819	-1	7	480	80	51810000
911269	-1	7	480	80	43800000
536189	-1	7	480	80	45180000
490927	-1	7	480	80	45950000
276371	-1	7	480	80	49180000
121321	-1	7	480	80	48840000
868157	-1	7	480	80	50170000
739201	-1	7	480	80	57600000
340393	-1	7	480	80	47930000
967831	-1	7	480	80	52720000
171329	-1	7	480	80	48740000
919859	-0.8	7	480	32	50960000
137437	-0.8	7	480	32	44740000
922123	-0.8	7	480	32	52260000
502057	-0.8	7	480	32	48570000
324991	-0.8	7	480	32	41160000
289603	-0.8	7	480	32	50010000
313381	-0.8	7	480	32	48840000
529049	-0.8	7	480	32	51330000
237287	-0.8	7	480	32	47920000
619819	-0.8	7	480	32	45800000
911269	-0.8	7	480	32	40440000
536189	-0.8	7	480	32	47460000
490927	-0.8	7	480	32	45210000
276371	-0.8	7	480	32	49210000
121321	-0.8	7	480	32	45640000
868157	-0.8	7	480	32	50430000
739201	-0.8	7	480	32	55920000
340393	-0.8	7	480	32	47790000
967831	-0.8	7	480	32	55450000
171329	-0.8	7	480	32	48380000
919859	-0.8	7	480	48	49440000
137437	-0.8	7	480	48	45990000
922123	-0.8	7	480	48	55160000
502057	-0.8	7	480	48	50500000
324991	-0.8	7	480	48	42860000
289603	-0.8	7	480	48	50840000
313381	-0.8	7	480	48	51610000
529049	-0.8	7	480	48	53050000
237287	-0.8	7	480	48	45750000
619819	-0.8	7	480	48	47590000
911269	-0.8	7	480	48	41290000
536189	-0.8	7	480	48	43640000
490927	-0.8	7	480	48	44920000
276371	-0.8	7	480	48	47880000
121321	-0.8	7	480	48	45560000
868157	-0.8	7	480	48	49700000
739201	-0.8	7	480	48	54330000
340393	-0.8	7	480	48	46780000
967831	-0.8	7	480	48	53960000
171329	-0.8	7	480	48	50040000
919859	-0.8	7	480	64	49360000
137437	-0.8	7	480	64	45990000
922123	-0.8	7	480	64	55350000
502057	-0.8	7	480	64	49450000
324991	-0.8	7	480	64	42660000
289603	-0.8	7	480	64	49500000
313381	-0.8	7	480	64	50720000
529049	-0.8	7	480	64	50590000
237287	-0.8	7	480	64	48070000
619819	-0.8	7	480	64	51520000
911269	-0.8	7	480	64	42570000
536189	-0.8	7	480	64	43710000
490927	-0.8	7	480	64	46850000
276371	-0.8	7	480	64	46790000
121321	-0.8	7	480	64	47220000
868157	-0.8	7	480	64	51650000
739201	-0.8	7	480	64	56210000
340393	-0.8	7	480	64	46910000
967831	-0.8	7	480	64	52160000
171329	-0.8	7	480	64	50260000
919859	-0.8	7	480	80	48620000
137437	-0.8	7	480	80	44570000
922123	-0.8	7	480	80	54020000
502057	-0.8	7	480	80	48470000
324991	-0.8	7	480	80	44250000
289603	-0.8	7	480	80	49650000
313381	-0.8	7	480	80	49790000
529049	-0.8	7	480	80	49200000
237287	-0.8	7	480	80	47530000
619819	-0.8	7	480	80	51810000
911269	-0.8	7	480	80	43800000
536189	-0.8	7	480	80	45180000
490927	-0.8	7	480	80	45950000
276371	-0.8	7	480	80	49180000
121321	-0.8	7	480	80	48840000
868157	-0.8	7	480	80	50170000
739201	-0.8	7	480	80	57600000
340393	-0.8	7	480	80	47930000
967831	-0.8	7	480	80	52720000
171329	-0.8	7	480	80	48740000
919859	-0.6	7	480	32	50960000
137437	-0.6	7	480	32	44740000
922123	-0.6	7	480	32	52260000
502057	-0.6	7	480	32	48570000
324991	-0.6	7	480	32	41160000
289603	-0.6	7	480	32	50010000
313381	-0.6	7	480	32	48840000
529049	-0.6	7	480	32	51330000
237287	-0.6	7	480	32	47920000
619819	-0.6	7	480	32	45800000
911269	-0.6	7	480	32	40440000
536189	-0.6	7	480	32	47460000
490927	-0.6	7	480	32	45210000
276371	-0.6	7	480	32	49210000
121321	-0.6	7	480	32	45640000
868157	-0.6	7	480	32	50430000
739201	-0.6	7	480	32	55920000
340393	-0.6	7	480	32	47790000
967831	-0.6	7	480	32	55450000
171329	-0.6	7	480	32	48380000
919859	-0.6	7	480	48	49440000
137437	-0.6	7	480	48	45990000
922123	-0.6	7	480	48	55160000
502057	-0.6	7	480	48	50500000
324991	-0.6	7	480	48	42860000
289603	-0.6	7	480	48	50840000
313381	-0.6	7	480	48	51610000
529049	-0.6	7	480	48	53050000
237287	-0.6	7	480	48	45750000
619819	-0.6	7	480	48	47590000
911269	-0.6	7	480	48	41290000
536189	-0.6	7	480	48	43640000
490927	-0.6	7	480	48	44920000
276371	-0.6	7	480	48	47880000
121321	-0.6	7	480	48	45560000
868157	-0.6	7	480	48	49700000
739201	-0.6	7	480	48	54330000
340393	-0.6	7	480	48	46780000
967831	-0.6	7	480	48	53960000
171329	-0.6	7	480	48	50040000
919859	-0.6	7	480	64	49360000
137437	-0.6	7	480	64	45990000
922123	-0.6	7	480	64	55350000
502057	-0.6	7	480	64	49450000
324991	-0.6	7	480	64	42660000
289603	-0.6	7	480	64	49500000
313381	-0.6	7	480	64	50720000
529049	-0.6	7	480	64	50590000
237287	-0.6	7	480	64	48070000
619819	-0.6	7	480	64	51520000
911269	-0.6	7	480	64	42570000
536189	-0.6	7	480	64	43710000
490927	-0.6	7	480	64	46850000
276371	-0.6	7	480	64	46790000
121321	-0.6	7	480	64	47220000
868157	-0.6	7	480	64	51650000
739201	-0.6	7	480	64	56210000
340393	-0.6	7	480	64	46910000
967831	-0.6	7	480	64	52160000
171329	-0.6	7	480	64	50260000
919859	-0.6	7	480	80	48620000
137437	-0.6	7	480	80	44570000
922123	-0.6	7	480	80	54020000
502057	-0.6	7	480	80	48470000
324991	-0.6	7	480	80	44250000
289603	-0.6	7	480	80	49650000
313381	-0.6	7	480	80	49790000
529049	-0.6	7	480	80	49200000
237287	-0.6	7	480	80	47530000
619819	-0.6	7	480	80	51810000
911269	-0.6	7	480	80	43800000
536189	-0.6	7	480	80	45180000
490927	-0.6	7	480	80	45950000
276371	-0.6	7	480	80	49180000
121321	-0.6	7	480	80	48840000
868157	-0.6	7	480	80	50170000
739201	-0.6	7	480	80	57600000
340393	-0.6	7	480	80	47930000
967831	-0.6	7	480	80	52720000
171329	-0.6	7	480	80	48740000
919859	-1	8	480	32	53460000
137437	-1	8	480	32	46200000
922123	-1	8	480	32	51610000
502057	-1	8	480	32	48770000
324991	-1	8	480	32	42830000
289603	-1	8	480	32	50750000
313381	-1	8	480	32	47290000
529049	-1	8	480	32	49820000
237287	-1	8	480	32	46510000
619819	-1	8	480	32	48990000
911269	-1	8	480	32	41100000
536189	-1	8	480	32	45800000
490927	-1	8	480	32	44710000
276371	-1	8	480	32	47580000
121321	-1	8	480	32	45590000
868157	-1	8	480	32	47780000
739201	-1	8	480	32	53590000
340393	-1	8	480	32	47400000
967831	-1	8	480	32	56170000
171329	-1	8	480	32	48120000
919859	-1	8	480	48	50550000
137437	-1	8	480	48	48520000
922123	-1	8	480	48	53580000
502057	-1	8	480	48	50120000
324991	-1	8	480	48	44790000
289603	-1	8	480	48	48760000
313381	-1	8	480	48	48780000
529049	-1	8	480	48	52060000
237287	-1	8	480	48	46290000
619819	-1	8	480	48	48030000
911269	-1	8	480	48	41520000
536189	-1	8	480	48	45700000
490927	-1	8	480	48	44500000
276371	-1	8	480	48	44550000
121321	-1	8	480	48	46550000
868157	-1	8	480	48	46870000
739201	-1	8	480	48	52190000
340393	-1	8	480	48	45070000
967831	-1	8	480	48	54490000
171329	-1	8	480	48	48360000
919859	-1	8	480	64	50200000
137437	-1	8	480	64	48640000
922123	-1	8	480	64	52900000
502057	-1	8	480	64	47700000
324991	-1	8	480	64	44570000
289603	-1	8	480	64	50220000
313381	-1	8	480	64	47320000
529049	-1	8	480	64	51700000
237287	-1	8	480	64	48280000
619819	-1	8	480	64	48200000
911269	-1	8	480	64	42680000
536189	-1	8	480	64	45560000
490927	-1	8	480	64	47620000
276371	-1	8	480	64	45220000
121321	-1	8	480	64	47570000
868157	-1	8	480	64	47350000
739201	-1	8	480	64	55030000
340393	-1	8	480	64	44500000
967831	-1	8	480	64	52350000
171329	-1	8	480	64	47970000
919859	-1	8	480	80	50310000
137437	-1	8	480	80	46400000
922123	-1	8	480	80	53610000
502057	-1	8	480	80	47710000
324991	-1	8	480	80	44340000
289603	-1	8	480	80	46770000
313381	-1	8	480	80	48440000
529049	-1	8	480	80	48480000
237287	-1	8	480	80	47350000
619819	-1	8	480	80	47780000
911269	-1	8	480	80	44140000
536189	-1	8	480	80	45750000
490927	-1	8	480	80	45510000
276371	-1	8	480	80	47250000
121321	-1	8	480	80	47470000
868157	-1	8	480	80	49440000
739201	-1	8	480	80	52470000
340393	-1	8	480	80	45250000
967831	-1	8	480	80	52910000
171329	-1	8	480	80	48400000
919859	-0.8	8	480	32	53460000
137437	-0.8	8	480	32	46200000
922123	-0.8	8	480	32	51610000
502057	-0.8	8	480	32	48770000
324991	-0.8	8	480	32	42830000
289603	-0.8	8	480	32	50750000
313381	-0.8	8	480	32	47290000
529049	-0.8	8	480	32	49820000
237287	-0.8	8	480	32	46510000
619819	-0.8	8	480	32	48990000
911269	-0.8	8	480	32	41100000
536189	-0.8	8	480	32	45800000
490927	-0.8	8	480	32	44710000
276371	-0.8	8	480	32	47580000
121321	-0.8	8	480	32	45590000
868157	-0.8	8	480	32	47780000
739201	-0.8	8	480	32	53590000
340393	-0.8	8	480	32	47400000
967831	-0.8	8	480	32	56170000
171329	-0.8	8	480	32	48120000
919859	-0.8	8	480	48	50550000
137437	-0.8	8	480	48	48520000
922123	-0.8	8	480	48	53580000
502057	-0.8	8	480	48	50120000
324991	-0.8	8	480	48	44790000
289603	-0.8	8	480	48	48760000
313381	-0.8	8	480	48	48780000
529049	-0.8	8	480	48	52060000
237287	-0.8	8	480	48	46290000
619819	-0.8	8	480	48	48030000
911269	-0.8	8	480	48	41520000
536189	-0.8	8	480	48	45700000
490927	-0.8	8	480	48	44500000
276371	-0.8	8	480	48	44550000
121321	-0.8	8	480	48	46550000
868157	-0.8	8	480	48	46870000
739201	-0.8	8	480	48	52190000
340393	-0.8	8	480	48	45070000
967831	-0.8	8	480	48	54490000
171329	-0.8	8	480	48	48360000
919859	-0.8	8	480	64	50200000
137437	-0.8	8	480	64	48640000
922123	-0.8	8	480	64	52900000
502057	-0.8	8	480	64	47700000
324991	-0.8	8	480	64	44570000
289603	-0.8	8	480	64	50220000
313381	-0.8	8	480	64	47320000
529049	-0.8	8	480	64	51700000
237287	-0.8	8	480	64	48280000
619819	-0.8	8	480	64	48200000
911269	-0.8	8	480	64	42680000
536189	-0.8	8	480	64	45560000
490927	-0.8	8	480	64	47620000
276371	-0.8	8	480	64	45220000
121321	-0.8	8	480	64	47570000
868157	-0.8	8	480	64	47350000
739201	-0.8	8	480	64	55030000
340393	-0.8	8	480	64	44500000
967831	-0.8	8	480	64	52350000
171329	-0.8	8	480	64	47970000
919859	-0.8	8	480	80	50310000
137437	-0.8	8	480	80	46400000
922123	-0.8	8	480	80	53610000
502057	-0.8	8	480	80	47710000
324991	-0.8	8	480	80	44340000
289603	-0.8	8	480	80	46770000
313381	-0.8	8	480	80	48440000
529049	-0.8	8	480	80	48480000
237287	-0.8	8	480	80	47350000
619819	-0.8	8	480	80	47780000
911269	-0.8	8	480	80	44140000
536189	-0.8	8	480	80	45750000
490927	-0.8	8	480	80	45510000
276371	-0.8	8	480	80	47250000
121321	-0.8	8	480	80	47470000
868157	-0.8	8	480	80	49440000
739201	-0.8	8	480	80	52470000
340393	-0.8	8	480	80	45250000
967831	-0.8	8	480	80	52910000
171329	-0.8	8	480	80	48400000
919859	-0.6	8	480	32	53460000
137437	-0.6	8	480	32	46200000
922123	-0.6	8	480	32	51610000
502057	-0.6	8	480	32	48770000
324991	-0.6	8	480	32	42830000
289603	-0.6	8	480	32	50750000
313381	-0.6	8	480	32	47290000
529049	-0.6	8	480	32	49820000
237287	-0.6	8	480	32	46510000
619819	-0.6	8	480	32	48990000
911269	-0.6	8	480	32	41100000
536189	-0.6	8	480	32	45800000
490927	-0.6	8	480	32	44710000
276371	-0.6	8	480	32	47580000
121321	-0.6	8	480	32	45590000
868157	-0.6	8	480	32	47780000
739201	-0.6	8	480	32	53590000
340393	-0.6	8	480	32	47400000
967831	-0.6	8	480	32	56170000
171329	-0.6	8	480	32	48120000
919859	-0.6	8	480	48	50550000
137437	-0.6	8	480	48	48520000
922123	-0.6	8	480	48	53580000
502057	-0.6	8	480	48	50120000
324991	-0.6	8	480	48	44790000
289603	-0.6	8	480	48	48760000
313381	-0.6	8	480	48	48780000
529049	-0.6	8	480	48	52060000
237287	-0.6	8	480	48	46290000
619819	-0.6	8	480	48	48030000
911269	-0.6	8	480	48	41520000
536189	-0.6	8	480	48	45700000
490927	-0.6	8	480	48	44500000
276371	-0.6	8	480	48	44550000
121321	-0.6	8	480	48	46550000
868157	-0.6	8	480	48	46870000
739201	-0.6	8	480	48	52190000
340393	-0.6	8	480	48	45070000
967831	-0.6	8	480	48	54490000
171329	-0.6	8	480	48	48360000
919859	-0.6	8	480	64	50200000
137437	-0.6	8	480	64	48640000
922123	-0.6	8	480	64	52900000
502057	-0.6	8	480	64	47700000
324991	-0.6	8	480	64	44570000
289603	-0.6	8	480	64	50220000
313381	-0.6	8	480	64	47320000
529049	-0.6	8	480	64	51700000
237287	-0.6	8	480	64	48280000
619819	-0.6	8	480	64	48200000
911269	-0.6	8	480	64	42680000
536189	-0.6	8	480	64	45560000
490927	-0.6	8	480	64	47620000
276371	-0.6	8	480	64	45220000
121321	-0.6	8	480	64	47570000
868157	-0.6	8	480	64	47350000
739201	-0.6	8	480	64	55030000
340393	-0.6	8	480	64	44500000
967831	-0.6	8	480	64	52350000
171329	-0.6	8	480	64	47970000
919859	-0.6	8	480	80	50310000
137437	-0.6	8	480	80	46400000
922123	-0.6	8	480	80	53610000
502057	-0.6	8	480	80	47710000
324991	-0.6	8	480	80	44340000
289603	-0.6	8	480	80	46770000
313381	-0.6	8	480	80	48440000
529049	-0.6	8	480	80	48480000
237287	-0.6	8	480	80	47350000
619819	-0.6	8	480	80	47780000
911269	-0.6	8	480	80	44140000
536189	-0.6	8	480	80	45750000
490927	-0.6	8	480	80	45510000
276371	-0.6	8	480	80	47250000
121321	-0.6	8	480	80	47470000
868157	-0.6	8	480	80	49440000
739201	-0.6	8	480	80	52470000
340393	-0.6	8	480	80	45250000
967831	-0.6	8	480	80	52910000
171329	-0.6	8	480	80	48400000
919859	-1	6	640	32	49030000
137437	-1	6	640	32	46580000
922123	-1	6	640	32	54080000
502057	-1	6	640	32	43250000
324991	-1	6	640	32	46900000
289603	-1	6	640	32	50010000
313381	-1	6	640	32	48550000
529049	-1	6	640	32	47770000
237287	-1	6	640	32	47340000
619819	-1	6	640	32	48260000
911269	-1	6	640	32	45300000
536189	-1	6	640	32	48230000
490927	-1	6	640	32	45090000
276371	-1	6	640	32	51820000
121321	-1	6	640	32	45360000
868157	-1	6	640	32	47960000
739201	-1	6	640	32	54390000
340393	-1	6	640	32	51130000
967831	-1	6	640	32	51670000
171329	-1	6	640	32	48930000
919859	-1	6	640	48	47580000
137437	-1	6	640	48	45740000
922123	-1	6	640	48	54030000
502057	-1	6	640	48	42970000
324991	-1	6	640	48	43730000
289603	-1	6	640	48	49670000
313381	-1	6	640	48	48980000
529049	-1	6	640	48	47920000
237287	-1	6	640	48	46700000
619819	-1	6	640	48	47840000
911269	-1	6	640	48	45110000
536189	-1	6	640	48	48550000
490927	-1	6	640	48	46130000
276371	-1	6	640	48	52970000
121321	-1	6	640	48	45280000
868157	-1	6	640	48	47980000
739201	-1	6	640	48	54150000
340393	-1	6	640	48	50140000
967831	-1	6	640	48	50800000
171329	-1	6	640	48	48640000
919859	-1	6	640	64	46530000
137437	-1	6	640	64	45930000
922123	-1	6	640	64	54030000
502057	-1	6	640	64	46370000
324991	-1	6	640	64	44260000
289603	-1	6	640	64	51580000
313381	-1	6	640	64	48360000
529049	-1	6	640	64	49590000
237287	-1	6	640	64	46340000
619819	-1	6	640	64	51110000
911269	-1	6	640	64	45420000
536189	-1	6	640	64	48550000
490927	-1	6	640	64	44730000
276371	-1	6	640	64	54970000
121321	-1	6	640	64	46150000
868157	-1	6	640	64	49660000
739201	-1	6	640	64	55150000
340393	-1	6	640	64	50060000
967831	-1	6	640	64	55050000
171329	-1	6	640	64	48640000
919859	-1	6	640	80	45850000
137437	-1	6	640	80	44190000
922123	-1	6	640	80	54900000
502057	-1	6	640	80	45030000
324991	-1	6	640	80	44760000
289603	-1	6	640	80	51960000
313381	-1	6	640	80	46860000
529049	-1	6	640	80	50070000
237287	-1	6	640	80	46420000
619819	-1	6	640	80	51010000
911269	-1	6	640	80	46320000
536189	-1	6	640	80	47520000
490927	-1	6	640	80	43590000
276371	-1	6	640	80	55650000
121321	-1	6	640	80	46150000
868157	-1	6	640	80	50610000
739201	-1	6	640	80	55180000
340393	-1	6	640	80	49520000
967831	-1	6	640	80	56190000
171329	-1	6	640	80	48640000
919859	-0.8	6	640	32	49030000
137437	-0.8	6	640	32	46580000
922123	-0.8	6	640	32	54080000
502057	-0.8	6	640	32	43250000
324991	-0.8	6	640	32	46900000
289603	-0.8	6	640	32	50010000
313381	-0.8	6	640	32	48550000
529049	-0.8	6	640	32	47770000
237287	-0.8	6	640	32	47340000
619819	-0.8	6	640	32	48260000
911269	-0.8	6	640	32	45300000
536189	-0.8	6	640	32	48230000
490927	-0.8	6	640	32	45090000
276371	-0.8	6	640	32	51820000
121321	-0.8	6	640	32	45360000
868157	-0.8	6	640	32	47960000
739201	-0.8	6	640	32	54390000
340393	-0.8	6	640	32	51130000
967831	-0.8	6	640	32	51670000
171329	-0.8	6	640	32	48930000
919859	-0.8	6	640	48	47580000
137437	-0.8	6	640	48	45740000
922123	-0.8	6	640	48	54030000
502057	-0.8	6	640	48	42970000
324991	-0.8	6	640	48	43730000
289603	-0.8	6	640	48	49670000
313381	-0.8	6	640	48	48980000
529049	-0.8	6	640	48	47920000
237287	-0.8	6	640	48	46700000
619819	-0.8	6	640	48	47840000
911269	-0.8	6	640	48	45110000
536189	-0.8	6	640	48	48550000
490927	-0.8	6	640	48	46130000
276371	-0.8	6	640	48	52970000
121321	-0.8	6	640	48	45280000
868157	-0.8	6	640	48	47980000
739201	-0.8	6	640	48	54150000
340393	-0.8	6	640	48	50140000
967831	-0.8	6	640	48	50800000
171329	-0.8	6	640	48	48640000
919859	-0.8	6	640	64	46530000
137437	-0.8	6	640	64	45930000
922123	-0.8	6	640	64	54030000
502057	-0.8	6	640	64	46370000
324991	-0.8	6	640	64	44260000
289603	-0.8	6	640	64	51580000
313381	-0.8	6	640	64	48360000
529049	-0.8	6	640	64	49590000
237287	-0.8	6	640	64	46340000
619819	-0.8	6	640	64	51110000
911269	-0.8	6	640	64	45420000
536189	-0.8	6	640	64	48550000
490927	-0.8	6	640	64	44730000
276371	-0.8	6	640	64	54970000
121321	-0.8	6	640	64	46150000
868157	-0.8	6	640	64	49660000
739201	-0.8	6	640	64	55150000
340393	-0.8	6	640	64	50060000
967831	-0.8	6	640	64	55050000
171329	-0.8	6	640	64	48640000
919859	-0.8	6	640	80	45850000
137437	-0.8	6	640	80	44190000
922123	-0.8	6	640	80	54900000
502057	-0.8	6	640	80	45030000
324991	-0.8	6	640	80	44760000
289603	-0.8	6	640	80	51960000
313381	-0.8	6	640	80	46860000
529049	-0.8	6	640	80	50070000
237287	-0.8	6	640	80	46420000
619819	-0.8	6	640	80	51010000
911269	-0.8	6	640	80	46320000
536189	-0.8	6	640	80	47520000
490927	-0.8	6	640	80	43590000
276371	-0.8	6	640	80	55650000
121321	-0.8	6	640	80	46150000
868157	-0.8	6	640	80	50610000
739201	-0.8	6	640	80	55180000
340393	-0.8	6	640	80	49520000
967831	-0.8	6	640	80	56190000
171329	-0.8	6	640	80	48640000
919859	-0.6	6	640	32	49030000
137437	-0.6	6	640	32	46580000
